,zip,1,2,3,4,5,6,elderlyReturns,returnsTotalwSalariesWages,returnsDependentCareCredit,returnsEducationCredit,risk_group,propensity_score,price_shift,y_0,y_0_corrected,y_1,y_1_corrected,treatment_effect,treatment_effect_no_corr
280,77002,0.1921921921921922,0.1606606606606606,0.1711711711711711,0.1141141141141141,0.2012012012012012,0.1606606606606606,0.1081081081081081,0.8858858858858859,0.081081081081081,0.063063063063063,True,0.3084276442560659,-8.73300042100994,11.489105164147748,11.489105164147748,3.136537161254738,-35.34748916814338,-46.83659433229113,-8.35256800289301
281,77003,0.2509293680297397,0.1933085501858736,0.1468401486988847,0.1003717472118959,0.2100371747211896,0.0985130111524163,0.1096654275092936,0.8921933085501859,0.1468401486988847,0.0557620817843866,False,0.3219535319798069,-3.887645127599004,11.74340325967436,-11.30966039378582,6.257731598307361,6.257731598307361,17.56739199209318,-5.485671661367
282,77004,0.3008709422011085,0.1947743467933491,0.1361836896278701,0.0863024544734758,0.1678543151227236,0.1140142517814726,0.1844813935075217,0.8574821852731591,0.1456848772763262,0.060965954077593,True,0.3430635666601592,-1.595067292465624,11.679974698796192,11.679974698796192,7.7607850990849645,-19.5106983832125,-31.190673082008693,-3.919189599711227
283,77005,0.1491615180935569,0.0820829655781112,0.0723742277140335,0.0644307149161518,0.1438658428949691,0.4880847308031774,0.353045013239188,0.7422771403353927,0.1270962047661076,0.0255957634598411,True,0.3465514492160405,-0.111440756650194,10.149339008458004,10.149339008458004,-3.896607206578557,7.025772308760553,-3.1235666996974505,-14.04594621503656
284,77006,0.1519185591229444,0.1589663273296789,0.1636648394675019,0.1166797180892717,0.1981205951448708,0.2106499608457321,0.1801096319498825,0.855912294440094,0.0845732184808144,0.047768206734534,True,0.2835538024070297,-3.1609803742168485,11.284557060810622,11.284557060810622,0.8722456044078197,-13.35160166685938,-24.63615872767,-10.412311456402804
285,77007,0.1186897880539499,0.1233140655105973,0.1529865125240847,0.1244701348747591,0.253179190751445,0.2273603082851637,0.1202312138728323,0.8944123314065511,0.1059730250481695,0.0450867052023121,True,0.2905161065921572,-8.995499389538796,11.21618103109655,11.21618103109655,-0.5828498999122056,-29.54045086844212,-40.756631899538675,-11.799030931008756
286,77008,0.1358381502890173,0.1290944123314065,0.1348747591522158,0.0934489402697495,0.2244701348747591,0.2822736030828516,0.1661849710982658,0.8665703275529865,0.1488439306358381,0.035645472061657,True,0.3033287011602443,-2.4121828212667507,10.991484740944964,10.991484740944964,-0.901759843928757,-5.881252294068049,-16.872737035013014,-11.89324458487372
287,77009,0.2806712962962963,0.2256944444444444,0.1417824074074074,0.0821759259259259,0.1342592592592592,0.1354166666666666,0.1747685185185185,0.8414351851851852,0.2071759259259259,0.0434027777777777,True,0.3254702549907224,5.038928235917539,11.592399490593778,11.592399490593778,6.686906346566625,1.6235308602382004,-9.968868630355576,-4.905493144027153
288,77011,0.4260355029585799,0.3062130177514793,0.1479289940828402,0.059171597633136,0.0532544378698224,0.007396449704142,0.1627218934911242,0.8298816568047337,0.2588757396449704,0.044378698224852,True,0.3590289296768821,45.60112687510851,12.116237441346124,12.116237441346124,13.977156895201826,102.05911176264814,89.94287432130201,1.8609194538557023
289,77012,0.4263005780346821,0.3280346820809248,0.1517341040462427,0.0549132947976878,0.0390173410404624,0.0,0.1459537572254335,0.8251445086705202,0.2962427745664739,0.0447976878612716,True,0.3555560696111269,35.375770346289535,12.146502513127675,12.146502513127675,14.111061990733557,73.9179677730291,61.77146525990143,1.9645594776058797
